v2paid,party,country,year,a,b
1431,Croatian Democratic Union,HRV,2000,0.306,0.119
1431,Croatian Democratic Union,HRV,2003,0.084,0.083
1431,Croatian Democratic Union,HRV,2007,0.079,0.083
1431,Croatian Democratic Union,HRV,2011,0.079,0.119
1431,Croatian Democratic Union,HRV,2015,0.326,0.083
1475,Social Democratic Party of Croatia,HRV,1992,0.08,0.103
1475,Social Democratic Party of Croatia,HRV,1995,0.08,0.124
1475,Social Democratic Party of Croatia,HRV,2000,0.039,0.075
1475,Social Democratic Party of Croatia,HRV,2003,0.039,0.126
1475,Social Democratic Party of Croatia,HRV,2007,0.039,0.126
1475,Social Democratic Party of Croatia,HRV,2011,0.039,0.126
1475,Social Democratic Party of Croatia,HRV,2015,0.047,0.126
2062,Croatian Party of Pensioners,HRV,2011,0.061,0.121
2522,Kukuriku Coalition,HRV,2016,0.046,0.09
3143,Croatian Labourists – Labour Party,HRV,2011,0.079,0.516
4865,Bridge of Independent Lists,HRV,2015,0.189,0.705
4865,Bridge of Independent Lists,HRV,2016,0.188,0.705
6620,Croatian Civic Party,HRV,2011,0.304,0.29
8036,Croatian Christian Democratic Union,HRV,1995,0.213,0.113
8036,Croatian Christian Democratic Union,HRV,2000,0.213,0.164
8037,Slavonia-Baranja Croatian Party,HRV,1995,0.135,0.326
93530,alliance: HDZ Coalition,HRV,2016,0.201,0.238
93531,alliance: The Only Option Coalition,HRV,2016,0.26,0.612
4892,Communist Party of Cuba,CUB,1965,0.992,0.812
4892,Communist Party of Cuba,CUB,1970,0.995,0.812
4892,Communist Party of Cuba,CUB,1975,0.997,0.805
4892,Communist Party of Cuba,CUB,1976,0.998,0.805
4892,Communist Party of Cuba,CUB,1981,0.998,0.805
4892,Communist Party of Cuba,CUB,1986,0.998,0.817
4892,Communist Party of Cuba,CUB,1993,0.998,0.804
4892,Communist Party of Cuba,CUB,1998,0.998,0.804
4892,Communist Party of Cuba,CUB,2003,0.998,0.791
4892,Communist Party of Cuba,CUB,2008,0.998,0.792
4892,Communist Party of Cuba,CUB,2013,0.997,0.791
563,Democratic Rally,CYP,1976,0.384,0.258
563,Democratic Rally,CYP,1981,0.384,0.258
563,Democratic Rally,CYP,1985,0.384,0.258
563,Democratic Rally,CYP,1991,0.384,0.258
563,Democratic Rally,CYP,1996,0.334,0.258
563,Democratic Rally,CYP,2001,0.155,0.258
563,Democratic Rally,CYP,2006,0.155,0.258
563,Democratic Rally,CYP,2011,0.155,0.258
563,Democratic Rally,CYP,2016,0.137,0.217
635,Democratic Party,CYP,1976,0.619,0.502
635,Democratic Party,CYP,1981,0.619,0.467
635,Democratic Party,CYP,1985,0.619,0.467
635,Democratic Party,CYP,1991,0.357,0.467
635,Democratic Party,CYP,1996,0.357,0.467
635,Democratic Party,CYP,2001,0.264,0.467
635,Democratic Party,CYP,2006,0.211,0.467
635,Democratic Party,CYP,2011,0.211,0.454
635,Democratic Party,CYP,2016,0.255,0.459
1028,Movement for Social Democracy EDEK,CYP,1970,0.373,0.625
1028,Movement for Social Democracy EDEK,CYP,1976,0.373,0.624
1028,Movement for Social Democracy EDEK,CYP,1981,0.373,0.624
1028,Movement for Social Democracy EDEK,CYP,1985,0.373,0.625
1028,Movement for Social Democracy EDEK,CYP,1991,0.228,0.622
1028,Movement for Social Democracy EDEK,CYP,1996,0.224,0.622
1028,Movement for Social Democracy EDEK,CYP,2001,0.224,0.574
1028,Movement for Social Democracy EDEK,CYP,2006,0.224,0.63
1028,Movement for Social Democracy EDEK,CYP,2011,0.198,0.607
1028,Movement for Social Democracy EDEK,CYP,2016,0.224,0.612
1076,Progressive Party of Working People,CYP,1970,0.197,0.833
1076,Progressive Party of Working People,CYP,1976,0.197,0.788
1076,Progressive Party of Working People,CYP,1981,0.173,0.788
1076,Progressive Party of Working People,CYP,1985,0.173,0.788
1076,Progressive Party of Working People,CYP,1991,0.087,0.788
1076,Progressive Party of Working People,CYP,1996,0.087,0.788
1076,Progressive Party of Working People,CYP,2001,0.087,0.788
1076,Progressive Party of Working People,CYP,2006,0.087,0.788
1076,Progressive Party of Working People,CYP,2011,0.072,0.788
1076,Progressive Party of Working People,CYP,2016,0.069,0.837
1817,European Party,CYP,2006,0.098,0.263
3117,Citizen's Alliance,CYP,2016,0.115,0.634
4883,Solidarity Movement,CYP,2016,0.284,0.587
4894,United Party,CYP,1970,0.837,0.476
7411,Progressive Front,CYP,1970,0.944,0.53
7412,Democratic National Party,CYP,1970,0.843,0.621
104,Freedom Union / Democratic Union,CZE,1998,0.015,0.12
104,Freedom Union / Democratic Union,CZE,2002,0.016,0.098
177,Czech Social Democratic Party,CZE,1992,0.071,0.389
177,Czech Social Democratic Party,CZE,1996,0.051,0.489
177,Czech Social Democratic Party,CZE,1998,0.06,0.403
177,Czech Social Democratic Party,CZE,2002,0.046,0.275
177,Czech Social Democratic Party,CZE,2006,0.049,0.268
177,Czech Social Democratic Party,CZE,2010,0.05,0.297
177,Czech Social Democratic Party,CZE,2013,0.05,0.271
177,Czech Social Democratic Party,CZE,2017,0.043,0.244
223,Tradition Responsibility Prosperity 09,CZE,2010,0.026,0.11
223,Tradition Responsibility Prosperity 09,CZE,2013,0.014,0.097
223,Tradition Responsibility Prosperity 09,CZE,2017,0.034,0.139
466,Civic Democratic Party,CZE,1992,0.039,0.073
466,Civic Democratic Party,CZE,1996,0.041,0.055
466,Civic Democratic Party,CZE,1998,0.039,0.087
466,Civic Democratic Party,CZE,2002,0.039,0.108
466,Civic Democratic Party,CZE,2006,0.052,0.106
466,Civic Democratic Party,CZE,2010,0.054,0.098
466,Civic Democratic Party,CZE,2013,0.043,0.098
466,Civic Democratic Party,CZE,2017,0.051,0.184
676,Christian Democratic Union / People's Party,CZE,1990,0.038,0.232
676,Christian Democratic Union / People's Party,CZE,1992,0.05,0.085
676,Christian Democratic Union / People's Party,CZE,1996,0.045,0.081
676,Christian Democratic Union / People's Party,CZE,1998,0.038,0.122
676,Christian Democratic Union / People's Party,CZE,2002,0.039,0.122
676,Christian Democratic Union / People's Party,CZE,2006,0.037,0.122
676,Christian Democratic Union / People's Party,CZE,2013,0.037,0.084
676,Christian Democratic Union / People's Party,CZE,2017,0.04,0.134
824,Christian Democratic Party,CZE,1992,0.049,0.149
936,Liberal Social Union,CZE,1992,0.078,0.29
952,Movement for Self-Governing Democracy / Society for Moravia and Silesia,CZE,1990,0.181,0.467
952,Movement for Self-Governing Democracy / Society for Moravia and Silesia,CZE,1992,0.183,0.457
1008,Civic Democratic Alliance,CZE,1992,0.03,0.023
1008,Civic Democratic Alliance,CZE,1996,0.03,0.043
1041,Communist Party of Czechoslovakia,CZE,1990,0.678,0.458
1202,Public Affairs,CZE,2010,0.173,0.8
1349,Civic Forum,CZE,1990,0.021,0.357
1554,Green Party,CZE,2006,0.041,0.29
1657,Coalition for Republic – Republican Party of Czechoslovakia,CZE,1992,0.762,0.872
1657,Coalition for Republic – Republican Party of Czechoslovakia,CZE,1996,0.76,0.901
1707,Mayors and Independents -- Your Option,CZE,2017,0.03,0.255
1728,Communist Party of Bohemia and Moravia,CZE,1992,0.551,0.705
1728,Communist Party of Bohemia and Moravia,CZE,1996,0.549,0.724
1728,Communist Party of Bohemia and Moravia,CZE,1998,0.448,0.733
1728,Communist Party of Bohemia and Moravia,CZE,2002,0.437,0.735
1728,Communist Party of Bohemia and Moravia,CZE,2006,0.435,0.766
1728,Communist Party of Bohemia and Moravia,CZE,2010,0.435,0.766
1728,Communist Party of Bohemia and Moravia,CZE,2013,0.424,0.727
1728,Communist Party of Bohemia and Moravia,CZE,2017,0.401,0.705
2047,Czech Pirate Party,CZE,2017,0.07,0.427
2049,Dawn of Direct Democracy,CZE,2013,0.642,0.978
2141,Action of Dissatisfied Citizens,CZE,2013,0.228,0.701
2141,Action of Dissatisfied Citizens,CZE,2017,0.246,0.538
6125,Freedom and Direct Democracy Tomio Okamura,CZE,2017,0.659,0.877
6799,National Front,CZE,1971,0.999,0.18
6799,National Front,CZE,1976,0.999,0.138
6799,National Front,CZE,1981,0.999,0.138
6799,National Front,CZE,1986,0.992,0.138
53,Christian People's Party / Christian Democrats,DNK,1975,0.051,0.21
212,[New] Liberal Alliance,DNK,2015,0.054,0.219
329,Socialist Peoples Party,DNK,1971,0.115,0.293
329,Socialist Peoples Party,DNK,1973,0.115,0.293
329,Socialist Peoples Party,DNK,1975,0.115,0.293
329,Socialist Peoples Party,DNK,1979,0.115,0.273
329,Socialist Peoples Party,DNK,1981,0.115,0.244
329,Socialist Peoples Party,DNK,1984,0.115,0.244
329,Socialist Peoples Party,DNK,1987,0.115,0.244
329,Socialist Peoples Party,DNK,1988,0.115,0.264
329,Socialist Peoples Party,DNK,1990,0.055,0.211
329,Socialist Peoples Party,DNK,1994,0.025,0.211
329,Socialist Peoples Party,DNK,1998,0.025,0.211
329,Socialist Peoples Party,DNK,2001,0.029,0.211
329,Socialist Peoples Party,DNK,2005,0.029,0.211
329,Socialist Peoples Party,DNK,2007,0.026,0.232
329,Socialist Peoples Party,DNK,2011,0.021,0.232
329,Socialist Peoples Party,DNK,2019,0.023,0.218
379,Social Democrats,DNK,1971,0.033,0.181
379,Social Democrats,DNK,1973,0.033,0.18
379,Social Democrats,DNK,1975,0.033,0.18
379,Social Democrats,DNK,1977,0.033,0.18
379,Social Democrats,DNK,1979,0.033,0.172
379,Social Democrats,DNK,1981,0.033,0.172
379,Social Democrats,DNK,1984,0.033,0.156
379,Social Democrats,DNK,1987,0.03,0.153
379,Social Democrats,DNK,1988,0.03,0.153
379,Social Democrats,DNK,1990,0.025,0.153
379,Social Democrats,DNK,1994,0.033,0.153
379,Social Democrats,DNK,1998,0.028,0.153
379,Social Democrats,DNK,2001,0.027,0.153
379,Social Democrats,DNK,2005,0.027,0.153
379,Social Democrats,DNK,2007,0.027,0.153
379,Social Democrats,DNK,2011,0.027,0.153
379,Social Democrats,DNK,2015,0.036,0.153
379,Social Democrats,DNK,2019,0.036,0.153
536,Conservative People's Party,DNK,1971,0.031,0.103
536,Conservative People's Party,DNK,1973,0.031,0.105
536,Conservative People's Party,DNK,1975,0.031,0.105
536,Conservative People's Party,DNK,1977,0.031,0.103
536,Conservative People's Party,DNK,1979,0.031,0.103
536,Conservative People's Party,DNK,1981,0.031,0.102
536,Conservative People's Party,DNK,1984,0.031,0.11
536,Conservative People's Party,DNK,1987,0.031,0.11
536,Conservative People's Party,DNK,1988,0.031,0.11
536,Conservative People's Party,DNK,1990,0.025,0.11
536,Conservative People's Party,DNK,1994,0.025,0.11
536,Conservative People's Party,DNK,1998,0.024,0.11
536,Conservative People's Party,DNK,2001,0.042,0.101
536,Conservative People's Party,DNK,2005,0.035,0.109
536,Conservative People's Party,DNK,2007,0.035,0.11
536,Conservative People's Party,DNK,2019,0.034,0.093
800,Centre Democrats,DNK,1973,0.058,0.325
800,Centre Democrats,DNK,1977,0.058,0.324
800,Centre Democrats,DNK,1981,0.057,0.313
800,Centre Democrats,DNK,1990,0.032,0.204
1022,Danish Peoples Party,DNK,1998,0.204,0.655
1022,Danish Peoples Party,DNK,2001,0.204,0.657
1022,Danish Peoples Party,DNK,2005,0.199,0.637
1022,Danish Peoples Party,DNK,2007,0.199,0.635
1022,Danish Peoples Party,DNK,2011,0.204,0.632
1022,Danish Peoples Party,DNK,2015,0.204,0.598
1022,Danish Peoples Party,DNK,2019,0.204,0.599
1204,Liberal Party,DNK,1971,0.03,0.099
1204,Liberal Party,DNK,1973,0.03,0.099
1204,Liberal Party,DNK,1975,0.03,0.105
1204,Liberal Party,DNK,1977,0.03,0.099
1204,Liberal Party,DNK,1979,0.03,0.099
1204,Liberal Party,DNK,1981,0.03,0.099
1204,Liberal Party,DNK,1984,0.03,0.099
1204,Liberal Party,DNK,1987,0.03,0.099
1204,Liberal Party,DNK,1988,0.03,0.099
1204,Liberal Party,DNK,1990,0.025,0.099
1204,Liberal Party,DNK,1994,0.022,0.099
1204,Liberal Party,DNK,1998,0.022,0.217
1204,Liberal Party,DNK,2001,0.041,0.262
1204,Liberal Party,DNK,2005,0.041,0.229
1204,Liberal Party,DNK,2007,0.041,0.14
1204,Liberal Party,DNK,2011,0.042,0.132
1204,Liberal Party,DNK,2015,0.036,0.132
1204,Liberal Party,DNK,2019,0.037,0.13
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1971,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1973,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1975,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1979,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1981,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1984,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1987,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,1988,0.022,0.023
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,2001,0.025,0.02
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,2005,0.025,0.02
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,2007,0.025,0.019
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,2011,0.025,0.02
1507,Danish Social-Liberal Party / Radical Liberal Party,DNK,2019,0.022,0.027
1527,Red-Green Alliance,DNK,2011,0.25,0.474
1527,Red-Green Alliance,DNK,2015,0.25,0.489
1527,Red-Green Alliance,DNK,2019,0.25,0.487
1601,Progress Party,DNK,1973,0.256,0.722
1601,Progress Party,DNK,1975,0.256,0.718
1601,Progress Party,DNK,1977,0.231,0.719
1601,Progress Party,DNK,1979,0.231,0.721
1601,Progress Party,DNK,1981,0.23,0.721
1601,Progress Party,DNK,1988,0.264,0.677
1601,Progress Party,DNK,1990,0.264,0.681
1601,Progress Party,DNK,1994,0.264,0.681
3821,Convergence for Social Democracy,GNQ,1993,0.172,0.82
3821,Convergence for Social Democracy,GNQ,1999,0.172,0.82
3821,Convergence for Social Democracy,GNQ,2004,0.172,0.82
3821,Convergence for Social Democracy,GNQ,2008,0.172,0.751
3821,Convergence for Social Democracy,GNQ,2013,0.172,0.82
3824,Democratic Party of Equatorial Guinea,GNQ,1988,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,1993,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,1999,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,2004,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,2008,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,2013,0.999,0.073
3824,Democratic Party of Equatorial Guinea,GNQ,2017,0.999,0.073
3826,Liberal Party,GNQ,1993,0.319,0.333
3827,Social Democratic Union,GNQ,1993,0.296,0.453
6064,Popular Union of Equatorial Guinea,GNQ,1999,0.188,0.662
6367,Worker’s National United Party,GNQ,1973,1,0.085
8040,Citizens for Innovation,GNQ,2017,0.561,0.404
18,Constitution Party -- Estonian United People's Party,EST,1995,0.078,0.344
18,Constitution Party -- Estonian United People's Party,EST,1999,0.079,0.344
83,Right-wingers,EST,1995,0.109,0.108
110,People's Union of Estonia,EST,1999,0.073,0.3
110,People's Union of Estonia,EST,2003,0.076,0.294
110,People's Union of Estonia,EST,2007,0.097,0.308
110,People's Union of Estonia,EST,2015,0.4,0.548
174,Estonian Country People's Party,EST,1995,0.051,0.228
331,Popular Front,EST,1990,0.201,0.401
331,Popular Front,EST,1992,0.118,0.295
491,Union for the Republic / Res Publica Party,EST,2003,0.026,0.369
533,Estonian Centre Party,EST,1995,0.1,0.258
533,Estonian Centre Party,EST,1999,0.085,0.271
533,Estonian Centre Party,EST,2003,0.083,0.314
533,Estonian Centre Party,EST,2007,0.121,0.379
533,Estonian Centre Party,EST,2011,0.182,0.463
533,Estonian Centre Party,EST,2015,0.16,0.433
533,Estonian Centre Party,EST,2019,0.027,0.138
685,Union of Pro Patria and Res Publica,EST,2007,0.025,0.087
685,Union of Pro Patria and Res Publica,EST,2011,0.052,0.119
685,Union of Pro Patria and Res Publica,EST,2015,0.032,0.12
779,Pro Patria Union,EST,1999,0.037,0.076
779,Pro Patria Union,EST,2003,0.03,0.089
779,Pro Patria Union,EST,2019,0.025,0.122
821,Estonian Reform Party,EST,1995,0.027,0.084
821,Estonian Reform Party,EST,1999,0.027,0.072
821,Estonian Reform Party,EST,2003,0.027,0.072
821,Estonian Reform Party,EST,2007,0.029,0.079
821,Estonian Reform Party,EST,2011,0.072,0.079
821,Estonian Reform Party,EST,2015,0.039,0.069
821,Estonian Reform Party,EST,2019,0.037,0.085
908,"National Coalition Party """"Pro Patria""""",EST,1992,0.062,0.23
908,"National Coalition Party """"Pro Patria""""",EST,1995,0.026,0.104
1040,Estonian Greens,EST,2007,0.025,0.281
1150,Social Democratic Party -- Moderates,EST,1992,0.024,0.107
1150,Social Democratic Party -- Moderates,EST,1995,0.024,0.1
1150,Social Democratic Party -- Moderates,EST,1999,0.026,0.101
1150,Social Democratic Party -- Moderates,EST,2003,0.026,0.099
1150,Social Democratic Party -- Moderates,EST,2007,0.027,0.109
1150,Social Democratic Party -- Moderates,EST,2011,0.027,0.109
1150,Social Democratic Party -- Moderates,EST,2015,0.027,0.099
1150,Social Democratic Party -- Moderates,EST,2019,0.026,0.099
1299,Estonian National Independence Party,EST,1992,0.09,0.286
1299,Estonian National Independence Party,EST,1995,0.049,0.127
1319,Estonian Citizens,EST,1992,0.303,0.408
1361,Independent Royalists,EST,1992,0.26,0.375
1556,Estonian Coalition Party,EST,1992,0.026,0.107
1556,Estonian Coalition Party,EST,1995,0.059,0.13
1556,Estonian Coalition Party,EST,1999,0.061,0.13
1975,Russian Party in Estonia,EST,1995,0.099,0.466
3271,Free Party,EST,2015,0.028,0.431
5144,Estonian People's Party,EST,2019,0.56,0.693
7238,Communist Party of Estonia,EST,1990,0.646,0.13
7245,Joint Council of Work Collectives,EST,1990,0.756,0.387
4886,Fijian Association,FJI,1994,0.322,0.34
4886,Fijian Association,FJI,1999,0.318,0.34
4887,Fiji Labour Party,FJI,1992,0.096,0.825
4887,Fiji Labour Party,FJI,1994,0.078,0.825
4887,Fiji Labour Party,FJI,1999,0.068,0.862
4887,Fiji Labour Party,FJI,2001,0.082,0.823
4887,Fiji Labour Party,FJI,2006,0.171,0.861
4888,National Federation Party,FJI,1972,0.059,0.717
4888,National Federation Party,FJI,1982,0.064,0.719
4888,National Federation Party,FJI,1992,0.067,0.685
4888,National Federation Party,FJI,1994,0.042,0.717
4888,National Federation Party,FJI,1999,0.027,0.745
4888,National Federation Party,FJI,2001,0.027,0.7
4888,National Federation Party,FJI,2014,0.021,0.74
4888,National Federation Party,FJI,2018,0.021,0.742
4889,Fijian Political Party,FJI,1992,0.896,0.073
4889,Fijian Political Party,FJI,1994,0.87,0.075
4889,Fijian Political Party,FJI,1999,0.69,0.075
4890,United Fiji Party,FJI,2001,0.871,0.161
4890,United Fiji Party,FJI,2006,0.868,0.156
4891,Alliance Party,FJI,1972,0.372,0.048
4891,Alliance Party,FJI,1977,0.646,0.048
4891,Alliance Party,FJI,1982,0.642,0.048
4891,Alliance Party,FJI,1987,0.681,0.048
5794,Social Democratic Liberal Party,FJI,2014,0.755,0.25
5794,Social Democratic Liberal Party,FJI,2018,0.716,0.25
5795,Fiji First Party,FJI,2014,0.791,0.636
5795,Fiji First Party,FJI,2018,0.797,0.636
5835,General Voters Party,FJI,1992,0.156,0.186
5835,General Voters Party,FJI,1994,0.164,0.345
5893,Conservative Alliance Party,FJI,2001,0.974,0.234
6213,Party of National Unity,FJI,1999,0.306,0.429
6214,Fijian Nationalist United Front Party,FJI,1992,0.978,0.211
7467,National Federation Party - Flower,FJI,1977,0.134,0.637
7468,National Federation Party - Dove,FJI,1977,0.243,0.635
7469,All Nationals Congress,FJI,1992,0.445,0.292
7469,All Nationals Congress,FJI,1994,0.446,0.292
7470,Christian Democratic Alliance,FJI,1999,0.59,0.347
93538,alliance: NFP-FLP,FJI,1987,0.044,0.816
249,Liberal People's Party,FIN,1970,0.015,0.264
249,Liberal People's Party,FIN,1972,0.015,0.236
479,Green League,FIN,1991,0.023,0.253
479,Green League,FIN,1995,0.023,0.308
479,Green League,FIN,1999,0.022,0.308
479,Green League,FIN,2003,0.022,0.268
479,Green League,FIN,2007,0.022,0.266
479,Green League,FIN,2011,0.022,0.264
479,Green League,FIN,2015,0.022,0.264
479,Green League,FIN,2019,0.022,0.262
495,National Coalition Party,FIN,1970,0.028,0.072
495,National Coalition Party,FIN,1972,0.028,0.072
495,National Coalition Party,FIN,1975,0.028,0.148
495,National Coalition Party,FIN,1979,0.028,0.071
495,National Coalition Party,FIN,1983,0.028,0.072
495,National Coalition Party,FIN,1987,0.028,0.069
495,National Coalition Party,FIN,1991,0.027,0.07
495,National Coalition Party,FIN,1995,0.028,0.072
495,National Coalition Party,FIN,1999,0.028,0.059
495,National Coalition Party,FIN,2003,0.027,0.059
495,National Coalition Party,FIN,2007,0.027,0.068
495,National Coalition Party,FIN,2011,0.027,0.068
495,National Coalition Party,FIN,2015,0.027,0.068
495,National Coalition Party,FIN,2019,0.031,0.068
703,Christian Democrats / League,FIN,2003,0.03,0.227
901,Agrarian Union / Centre Party,FIN,1970,0.03,0.325
901,Agrarian Union / Centre Party,FIN,1972,0.03,0.323
901,Agrarian Union / Centre Party,FIN,1975,0.031,0.322
901,Agrarian Union / Centre Party,FIN,1979,0.027,0.325
901,Agrarian Union / Centre Party,FIN,1983,0.027,0.325
901,Agrarian Union / Centre Party,FIN,1987,0.027,0.321
901,Agrarian Union / Centre Party,FIN,1991,0.027,0.323
901,Agrarian Union / Centre Party,FIN,1995,0.027,0.366
901,Agrarian Union / Centre Party,FIN,1999,0.023,0.376
901,Agrarian Union / Centre Party,FIN,2003,0.023,0.293
901,Agrarian Union / Centre Party,FIN,2007,0.023,0.295
901,Agrarian Union / Centre Party,FIN,2011,0.023,0.295
901,Agrarian Union / Centre Party,FIN,2015,0.06,0.288
901,Agrarian Union / Centre Party,FIN,2019,0.024,0.244
1044,Left Alliance,FIN,1991,0.022,0.538
1044,Left Alliance,FIN,1995,0.022,0.537
1044,Left Alliance,FIN,1999,0.022,0.54
1044,Left Alliance,FIN,2003,0.022,0.498
1044,Left Alliance,FIN,2007,0.022,0.524
1044,Left Alliance,FIN,2011,0.022,0.495
1044,Left Alliance,FIN,2015,0.022,0.53
1044,Left Alliance,FIN,2019,0.02,0.521
1096,Finish People's Democratic Union,FIN,1970,0.084,0.52
1096,Finish People's Democratic Union,FIN,1972,0.074,0.477
1096,Finish People's Democratic Union,FIN,1975,0.074,0.477
1096,Finish People's Democratic Union,FIN,1979,0.074,0.515
1096,Finish People's Democratic Union,FIN,1983,0.031,0.536
1096,Finish People's Democratic Union,FIN,1987,0.027,0.571
1229,Swedish People's Party,FIN,1970,0.015,0.032
1229,Swedish People's Party,FIN,1972,0.015,0.032
1229,Swedish People's Party,FIN,1987,0.012,0.031
1229,Swedish People's Party,FIN,1991,0.012,0.096
1229,Swedish People's Party,FIN,1995,0.012,0.031
1229,Swedish People's Party,FIN,1999,0.012,0.025
1303,Social Democratic Party of Finland,FIN,1970,0.021,0.269
1303,Social Democratic Party of Finland,FIN,1972,0.056,0.272
1303,Social Democratic Party of Finland,FIN,1975,0.021,0.274
1303,Social Democratic Party of Finland,FIN,1979,0.021,0.33
1303,Social Democratic Party of Finland,FIN,1983,0.021,0.332
1303,Social Democratic Party of Finland,FIN,1987,0.021,0.354
1303,Social Democratic Party of Finland,FIN,1991,0.041,0.355
1303,Social Democratic Party of Finland,FIN,1995,0.02,0.36
1303,Social Democratic Party of Finland,FIN,1999,0.02,0.36
1303,Social Democratic Party of Finland,FIN,2003,0.02,0.36
1303,Social Democratic Party of Finland,FIN,2007,0.02,0.397
1303,Social Democratic Party of Finland,FIN,2011,0.02,0.395
1303,Social Democratic Party of Finland,FIN,2015,0.016,0.393
1303,Social Democratic Party of Finland,FIN,2019,0.037,0.396
1689,Finnish Party / True Finns,FIN,2011,0.305,0.884
1689,Finnish Party / True Finns,FIN,2015,0.306,0.858
1689,Finnish Party / True Finns,FIN,2019,0.353,0.882
3202,Finnish Rural Party,FIN,1970,0.066,0.936
3202,Finnish Rural Party,FIN,1972,0.066,0.937
3202,Finnish Rural Party,FIN,1983,0.067,0.937
3202,Finnish Rural Party,FIN,1987,0.067,0.937
48,Communist Party of Greece,GRC,1974,0.703,0.928
48,Communist Party of Greece,GRC,1977,0.679,0.928
48,Communist Party of Greece,GRC,1981,0.62,0.928
48,Communist Party of Greece,GRC,1985,0.621,0.928
48,Communist Party of Greece,GRC,1996,0.609,0.926
48,Communist Party of Greece,GRC,2000,0.609,0.926
48,Communist Party of Greece,GRC,2004,0.609,0.926
48,Communist Party of Greece,GRC,2007,0.609,0.926
48,Communist Party of Greece,GRC,2009,0.554,0.926
48,Communist Party of Greece,GRC,2015,0.592,0.927
48,Communist Party of Greece,GRC,2019,0.59,0.927
82,Union of the Democratic Centre,GRC,1974,0.076,0.423
82,Union of the Democratic Centre,GRC,1977,0.076,0.423
301,Coalition of the Radical Left,GRC,2007,0.269,0.788
301,Coalition of the Radical Left,GRC,2012,0.612,0.946
301,Coalition of the Radical Left,GRC,2015,0.59,0.946
301,Coalition of the Radical Left,GRC,2019,0.432,0.906
516,Coalition of the Left,GRC,1989,0.157,0.449
516,Coalition of the Left,GRC,1990,0.125,0.449
516,Coalition of the Left,GRC,1996,0.137,0.467
794,New Democracy,GRC,1974,0.137,0.161
794,New Democracy,GRC,1977,0.114,0.157
794,New Democracy,GRC,1981,0.125,0.146
794,New Democracy,GRC,1985,0.098,0.146
794,New Democracy,GRC,1989,0.105,0.153
794,New Democracy,GRC,1990,0.096,0.154
794,New Democracy,GRC,1993,0.09,0.208
794,New Democracy,GRC,1996,0.08,0.289
794,New Democracy,GRC,2000,0.087,0.309
794,New Democracy,GRC,2004,0.087,0.339
794,New Democracy,GRC,2007,0.079,0.339
794,New Democracy,GRC,2009,0.087,0.239
794,New Democracy,GRC,2012,0.148,0.292
794,New Democracy,GRC,2015,0.148,0.292
794,New Democracy,GRC,2019,0.129,0.149
943,National Alignment,GRC,1977,0.847,0.408
965,Popular Orthodox Rally,GRC,2009,0.927,0.823
1160,Democratic Left,GRC,2012,0.039,0.487
1468,Panhellenic Socialist Movement,GRC,1974,0.401,0.962
1468,Panhellenic Socialist Movement,GRC,1977,0.261,0.962
1468,Panhellenic Socialist Movement,GRC,1981,0.261,0.962
1468,Panhellenic Socialist Movement,GRC,1985,0.242,0.876
1468,Panhellenic Socialist Movement,GRC,1989,0.251,0.873
1468,Panhellenic Socialist Movement,GRC,1990,0.135,0.801
1468,Panhellenic Socialist Movement,GRC,1993,0.123,0.606
1468,Panhellenic Socialist Movement,GRC,1996,0.076,0.417
1468,Panhellenic Socialist Movement,GRC,2000,0.095,0.417
1468,Panhellenic Socialist Movement,GRC,2004,0.084,0.475
1468,Panhellenic Socialist Movement,GRC,2007,0.083,0.502
1468,Panhellenic Socialist Movement,GRC,2009,0.09,0.502
1468,Panhellenic Socialist Movement,GRC,2012,0.139,0.501
1468,Panhellenic Socialist Movement,GRC,2015,0.139,0.5
1468,Panhellenic Socialist Movement,GRC,2019,0.111,0.543
1651,Independent Greeks,GRC,2012,0.927,0.958
1660,People’s Association / Golden Dawn,GRC,2012,0.999,0.97
1660,People’s Association / Golden Dawn,GRC,2015,0.999,0.97
3212,Movement of Democratic Socialists,GRC,2019,0.047,0.54
3882,Alliance for Change,GUY,2006,0.153,0.09
3882,Alliance for Change,GUY,2011,0.213,0.085
3882,Alliance for Change,GUY,2015,0.213,0.085
4246,People's Progressive Party,GUY,1973,0.444,0.868
